frame,timestamp,x_A,y_A,activity_roi_A,hit_A,x_B,y_B,activity_roi_B,hit_B,hits_total,condicion
0,0.48399999999999999,225.869843,186.784134,False,False,487.39917,203.90535,False,False,0,competicion
1,0.51900000000000002,226.009811,186.640518,False,False,487.39917,203.90535,False,False,0,competicion
2,0.54600000000000004,226.048935,186.902145,False,False,487.39917,203.90535,False,False,0,competicion
3,0.57599999999999996,226.047623,186.936508,False,False,483.747253,189.56044,False,False,0,competicion
4,0.60799999999999998,226.089737,186.891022,False,False,487.39917,203.90535,False,False,0,competicion
5,0.64000000000000001,226.119263,187.085632,False,False,487.144135,203.905411,False,False,0,competicion
6,0.67200000000000004,226.258163,186.761444,False,False,487.236847,203.89473,False,False,0,competicion
7,0.70399999999999996,226.194962,187.0849,False,False,487.236847,203.89473,False,False,0,competicion
8,0.73499999999999999,226.333328,186.816193,False,False,483.569458,188.861115,False,False,0,competicion
9,0.76800000000000002,226.443359,186.99353,False,False,483.342712,188.680756,False,False,0,competicion
10,0.80000000000000004,226.378204,186.865387,False,False,483.309174,188.975845,False,False,0,competicion
11,0.83099999999999996,226.405228,186.761444,False,False,483.589752,189.01709,False,False,0,competicion
12,0.88,226.320389,186.614883,False,False,483.019043,189.095245,False,False,0,competicion
13,0.91100000000000003,226.406662,186.57666,False,False,483.282043,188.991455,False,False,0,competicion
14,0.94299999999999995,226.507782,186.545166,False,False,486.855713,204.144272,False,False,0,competicion
15,0.97599999999999998,226.553329,186.493332,False,False,486.656097,204.042328,False,False,0,competicion
16,1.008,226.40741,186.508423,False,False,483.5,189.025635,False,False,0,competicion
17,1.04,226.373734,186.515152,False,False,486.760406,203.963547,False,False,0,competicion
18,1.073,226.364487,186.763245,False,False,486.730164,203.925919,False,False,0,competicion
19,1.1040000000000001,226.42424,186.707077,False,False,487.032867,203.981216,False,False,0,competicion
20,1.135,226.373734,186.72728,False,False,483.293518,188.532333,False,False,0,competicion
21,1.1679999999999999,226.306931,186.825089,False,False,486.925385,203.885574,False,False,0,competicion
22,1.2,226.281555,186.935272,False,False,486.409363,203.865494,False,False,0,competicion
23,1.232,226.233643,186.937698,False,False,486.5,203.699997,False,False,0,competicion
24,1.2789999999999999,226.196259,187.003113,False,False,486.409363,203.865494,False,False,0,competicion
25,1.3120000000000001,226.1922,187.030029,False,False,482.976196,189.057144,False,False,0,competicion
26,1.343,226.196259,187.04985,False,False,483.24472,188.970459,False,False,0,competicion
27,1.3759999999999999,226.171432,186.955551,False,False,483.516907,188.76329,False,False,0,competicion
28,1.407,226.083328,186.90741,False,False,482.511108,188.588882,False,False,0,competicion
29,1.4390000000000001,226.196259,187.04985,False,False,482.692719,188.802078,False,False,0,competicion
30,1.4710000000000001,226.083328,186.90741,False,False,482.771149,188.955231,False,False,0,competicion
31,1.5029999999999999,226.083328,186.925919,False,False,486.476196,204.005295,False,False,0,competicion
32,1.5349999999999999,226.048935,186.920486,False,False,486.409363,203.865494,False,False,0,competicion
33,1.579,226.083328,186.925919,False,False,486.316376,203.937851,False,False,0,competicion
34,1.599,225.996796,187,False,False,486.448273,203.810349,False,False,0,competicion
35,1.6319999999999999,226.158875,187.168228,False,False,482.848969,189,False,False,0,competicion
36,1.679,226.145462,186.996964,False,False,486.448273,203.810349,False,False,0,competicion
37,1.7110000000000001,225.984131,186.920639,False,False,482.608704,188.951691,False,False,0,competicion
38,1.744,226.105927,187.146423,False,False,482.765015,188.404373,False,False,0,competicion
39,1.7769999999999999,226.094345,186.622635,False,False,483.44873,189.158127,False,False,0,competicion
40,1.8089999999999999,226.186661,186.926666,False,False,482.415314,188.650269,False,False,0,competicion
41,1.8400000000000001,226.154327,187.09259,False,False,483.276306,189.043854,False,False,0,competicion
42,1.873,226.024689,186.962967,False,False,482.450012,188.633331,False,False,0,competicion
43,1.9039999999999999,226.171341,187.059189,False,False,482.920197,188.840378,False,False,0,competicion
44,1.9350000000000001,226.0625,186.928574,False,False,482.415314,188.650269,False,False,0,competicion
45,1.968,226.124603,186.86293,False,False,482.67691,189.199997,False,False,0,competicion
46,2,226.012695,186.911118,False,False,486.005371,203.956985,False,False,0,competicion
47,2.032,226.006287,186.77359,False,False,486.111115,203.916672,False,False,0,competicion
48,2.0800000000000001,226.029495,186.923309,False,False,485.60083,203.872421,False,False,0,competicion
49,2.1120000000000001,226.09346,186.993774,False,False,483.186157,189.125534,False,False,0,competicion
50,2.1440000000000001,226.07547,186.827042,False,False,485.60083,204.09465,False,False,0,competicion
51,2.1749999999999998,225.962967,187.012344,False,False,485.635132,204.094589,False,False,0,competicion
52,2.2080000000000002,226.003113,186.86293,False,False,483.244995,189.321289,False,False,0,competicion
53,2.2400000000000002,225.9375,186.866074,False,False,485.408875,204.279999,False,False,0,competicion
54,2.2719999999999998,225.954544,186.963638,False,False,485.5,204,False,False,0,competicion
55,2.3039999999999998,225.954544,186.963638,False,False,485.5,204,False,False,0,competicion
56,2.3359999999999999,225.939102,186.971161,False,False,485.60083,204.09465,False,False,0,competicion
57,2.3679999999999999,225.97554,186.984711,False,False,485.60083,204.09465,False,False,0,competicion
58,2.399,226.086533,186.57692,False,False,485.54007,204.164551,False,False,0,competicion
59,2.4319999999999999,225.929657,187.006119,False,False,485.5,204,False,False,0,competicion
60,2.48,225.954544,186.760605,False,False,485.60083,204.09465,False,False,0,competicion
61,2.5110000000000001,225.894897,187.0961,False,False,485.5,204,False,False,0,competicion
62,2.5430000000000001,225.975082,186.872269,False,False,485.5625,203.916672,False,False,0,competicion
63,2.5750000000000002,225.892258,186.821548,False,False,485.5,204,False,False,0,competicion
64,2.6080000000000001,225.890915,186.827271,False,False,485.191101,204.075562,False,False,0,competicion
65,2.6389999999999998,225.789795,186.921921,False,False,485.39917,203.90535,False,False,0,competicion
66,2.6720000000000002,225.85849,186.905655,False,False,485.39917,203.90535,False,False,0,competicion
67,2.7029999999999998,225.767853,186.910721,False,False,485.5,203.785721,False,False,0,competicion
68,2.7360000000000002,225.784317,186.915039,False,False,485.39917,203.90535,False,False,0,competicion
69,2.7679999999999998,225.784317,186.915039,False,False,485.461853,203.827316,False,False,0,competicion
70,2.7999999999999998,225.793655,186.939682,False,False,485.032867,204.136154,False,False,0,competicion
71,2.831,225.784134,186.993652,False,False,481.818176,188.915833,False,False,0,competicion
72,2.8799999999999999,225.84259,187.024689,False,False,485.454559,203.640152,False,False,0,competicion
73,2.9119999999999999,225.775635,186.817307,False,False,485.356873,203.749023,False,False,0,competicion
74,2.944,225.85849,186.905655,False,False,485.395355,203.713181,False,False,0,competicion
75,2.9750000000000001,225.753891,186.781937,False,False,485.325592,203.689926,False,False,0,competicion
76,3.0070000000000001,225.811325,186.949692,False,False,485.356873,203.749023,False,False,0,competicion
77,3.04,225.772583,186.725861,False,False,485.356873,203.749023,False,False,0,competicion
78,3.0710000000000002,225.844879,186.726074,False,False,485.461853,203.827316,False,False,0,competicion
79,3.1030000000000002,225.790909,187.03334,False,False,485.5,203.785721,False,False,0,competicion
80,3.1349999999999998,225.806351,187.174606,False,False,485.5,203.785721,False,False,0,competicion
81,3.1680000000000001,225.892258,187.003372,False,False,485.333344,203.539688,False,False,0,competicion
82,3.1989999999999998,225.797501,187.04361,False,False,485.5,203.5,False,False,0,competicion
83,3.2309999999999999,225.722748,186.894073,False,False,485.264069,203.809525,False,False,0,competicion
84,3.2799999999999998,225.535828,187.003113,False,False,485.39917,203.90535,False,False,0,competicion
85,3.3119999999999998,225.496964,186.97879,False,False,485.264069,203.809525,False,False,0,competicion
86,3.3439999999999999,225.443451,186.875,False,False,485.290588,204,False,False,0,competicion
87,3.375,225.363098,186.919647,False,False,485.39917,203.90535,False,False,0,competicion
88,3.4359999999999999,225.588593,186.996994,False,False,485.39917,203.90535,False,False,0,competicion
89,3.4780000000000002,225.413788,186.879303,False,False,485.5,203.785721,False,False,0,competicion
90,3.5030000000000001,225.612701,187.263489,False,False,485.560974,203.715454,False,False,0,competicion
91,3.5369999999999999,225.755554,186.993652,False,False,486.357483,203.743958,False,False,0,competicion
92,3.569,225.624619,187.012009,False,False,486.270111,203.781616,False,False,0,competicion
93,3.6269999999999998,225.740387,187.064102,False,False,486.61203,204.131149,False,False,0,competicion
94,3.6499999999999999,225.676376,186.841431,False,False,486.980957,204,False,False,0,competicion
95,3.681,225.761902,187.071426,False,False,487.236847,203.89473,False,False,0,competicion
96,3.7130000000000001,225.834976,186.89769,False,False,486.980957,203.857147,False,False,0,competicion
97,3.746,225.853745,187.040817,False,False,487.39917,203.90535,False,False,0,competicion
98,3.7759999999999998,225.834976,186.89769,False,False,487.252045,203.833328,False,False,0,competicion
99,3.8069999999999999,225.875427,187.023575,False,False,486.89856,204.115936,False,False,0,competicion
100,3.8420000000000001,225.928802,187.032364,False,False,487.356873,203.749023,False,False,0,competicion
101,3.8719999999999999,226.003235,187.035599,False,False,487.356873,203.749023,False,False,0,competicion
102,3.9039999999999999,225.971161,186.964737,False,False,487.408234,203.602997,False,False,0,competicion
103,3.9359999999999999,226.110062,187.037735,False,False,487.39917,203.90535,False,False,0,competicion
104,3.968,226.179016,187.160492,False,False,488.082062,203.902557,False,False,0,competicion
105,4.0019999999999998,226.152374,186.94603,False,False,488.125793,204.182388,False,False,0,competicion
106,4.032,226.232712,187.00943,False,False,487.867737,204.476196,False,False,0,competicion
107,4.0810000000000004,226.128937,187,False,False,488.22403,204.23497,False,False,0,competicion
108,4.1120000000000001,226.253082,187.064819,False,False,488.272736,204.297974,False,False,0,competicion
109,4.1429999999999998,226.169876,186.990387,False,False,488.38623,204.354492,False,False,0,competicion
110,4.1760000000000002,226.257431,186.834976,False,False,483.039215,190.053925,False,False,0,competicion
111,4.2080000000000002,226.361633,186.93396,False,False,482.90741,189.949081,False,False,0,competicion
112,4.2400000000000002,226.306931,186.825089,False,False,482.59314,190.127457,False,False,0,competicion
113,4.2729999999999997,226.279465,186.444443,False,False,482.631104,190.493332,False,False,0,competicion
114,4.3040000000000003,226.483658,186.643784,False,False,488.5,205,False,False,0,competicion
115,4.335,226.310898,186.900635,False,False,482.563385,190.478867,False,False,0,competicion
116,4.3689999999999998,226.305038,186.952835,False,False,488.451599,205.602158,False,False,0,competicion
117,4.4020000000000001,226.323807,187.012695,False,False,484.536224,190.584534,False,False,0,competicion
118,4.4329999999999998,226.388885,186.862747,False,False,484.266663,190.380951,False,False,0,competicion
119,4.4809999999999999,226.82164,186.745621,False,False,484.55423,191.052216,False,False,0,competicion
120,4.5129999999999999,226.401291,186.919098,False,False,484.297974,190.636368,False,False,0,competicion
121,4.5449999999999999,226.35556,186.930161,False,False,484.705322,190.859909,False,False,0,competicion
122,4.577,226.573715,187.003204,False,False,484.305542,191.222229,False,False,0,competicion
123,4.609,226.380951,187.098419,False,False,484.479797,191.121216,False,False,0,competicion
124,4.6399999999999997,226.675598,186.803574,False,False,484.566681,190.957138,False,False,0,competicion
125,4.673,226.513763,186.948013,False,False,485.215393,191.38974,False,False,0,competicion
126,4.7050000000000001,226.407059,187.054489,False,False,489.117371,206.938965,False,False,0,competicion
127,4.7380000000000004,226.587875,187.036362,False,False,488.945282,206.995026,False,False,0,competicion
128,4.7690000000000001,226.663742,186.918121,False,False,489.34198,206.770569,False,False,0,competicion
129,4.7999999999999998,226.456665,187.460007,False,False,489.488892,206.82222,False,False,0,competicion
130,4.8330000000000002,226.738098,186.794647,False,False,489.661774,206.877457,False,False,0,competicion
131,4.8799999999999999,226.91597,186.862747,False,False,485.417786,191.333328,False,False,0,competicion
132,4.9119999999999999,226.407761,186.99353,False,False,484.710144,191.685989,False,False,0,competicion
133,4.9450000000000003,226.590469,186.907944,False,False,485.010406,191.203125,False,False,0,competicion
134,4.9749999999999996,226.552475,187.018524,False,False,490.30304,206.751511,False,False,0,competicion
135,5.008,226.349518,187.190933,False,False,490.409363,206.450287,False,False,0,competicion
136,5.04,226.366333,187.194717,False,False,490.797974,206.393936,False,False,0,competicion
137,5.0720000000000001,226.251511,187.172729,False,False,490.683624,206.197739,False,False,0,competicion
138,5.1050000000000004,226.251511,187.172729,False,False,490.75,206.03334,False,False,0,competicion
139,5.1360000000000001,226.238525,187.12233,False,False,486.155914,191.467743,False,False,0,competicion
140,5.1680000000000001,226.274689,187.052475,False,False,485.912292,191.280701,False,False,0,competicion
141,5.2000000000000002,226.13031,186.878784,False,False,490.632172,206.367813,False,False,0,competicion
142,5.2329999999999997,226.029495,186.923309,False,False,491.439392,206.15657,False,False,0,competicion
143,5.2800000000000002,226.071426,187.178574,False,False,491.166656,206.40625,False,False,0,competicion
144,5.3120000000000003,226.026321,187.10527,False,False,490.953125,206.270828,False,False,0,competicion
145,5.343,225.9375,186.866074,False,False,491.350891,206.14473,False,False,0,competicion
146,5.3760000000000003,226.008621,187.008621,False,False,490.953125,206.270828,False,False,0,competicion
147,5.4080000000000004,226.08696,186.907242,False,False,484.731354,191.059708,False,False,0,competicion
148,5.4400000000000004,225.915909,186.960968,False,False,485.125488,191.243134,False,False,0,competicion
149,5.4720000000000004,225.964905,186.956146,False,False,489.54007,206.029541,False,False,0,competicion
150,5.5030000000000001,225.950623,186.820984,False,False,485.166656,191.455887,False,False,0,competicion
151,5.5359999999999996,225.874619,186.8685,False,False,485.192169,191.396072,False,False,0,competicion
152,5.5679999999999996,225.771774,186.975983,False,False,487.452393,206.642853,False,False,0,competicion
153,5.5999999999999996,225.608337,186.863892,False,False,486.045044,207.184677,False,False,0,competicion
154,5.6310000000000002,225.586212,186.68103,False,False,483.734863,192.40152,False,False,0,competicion
155,5.6799999999999997,225.377045,186.868851,False,False,483.206177,192.8591,False,False,0,competicion
156,5.7110000000000003,225.243591,186.925644,False,False,481.345367,192.076309,False,False,0,competicion
157,5.7430000000000003,224.784943,186.970428,False,False,479.8508,192.339676,False,False,0,competicion
158,5.7759999999999998,224.158859,187.057297,False,False,477.582031,197.452499,False,False,0,competicion
159,5.8079999999999998,223.6138,186.434479,False,False,476.426239,190.953552,False,False,0,competicion
160,5.8399999999999999,222.85556,186.199997,False,False,473.926605,189.795105,False,False,0,competicion
161,5.8730000000000002,222.205765,185.413574,False,False,471.385406,193.588547,False,False,0,competicion
162,5.9039999999999999,221.211105,184.926666,False,False,469.341339,193.032059,False,False,0,competicion
163,5.9359999999999999,220.361115,184.181625,False,False,467.184784,192.110504,False,False,0,competicion
164,5.968,219.524734,183.561295,False,False,464.856628,190.213257,False,False,0,competicion
165,6,218.847916,182.481247,False,False,462.018951,186.234848,False,False,0,competicion
166,6.032,218.281891,181.537033,False,False,459.163147,181.436844,False,False,0,competicion
167,6.0800000000000001,217.393005,180.888885,False,False,456.4375,174.766022,False,False,0,competicion
168,6.1120000000000001,216.777771,180.071426,False,False,453.518341,168.244644,False,False,0,competicion
169,6.1440000000000001,216.051132,179.607361,False,False,450.908661,161.753418,False,False,0,competicion
170,6.1760000000000002,215.32901,178.891769,False,False,449.020386,154.228531,False,False,0,competicion
171,6.2080000000000002,214.757767,178.265015,False,False,447.741394,147.759338,False,False,0,competicion
172,6.2400000000000002,213.908493,177.270157,False,False,446.657318,143.211838,False,False,0,competicion
173,6.2720000000000002,212.876068,176.57692,False,False,446.623596,139.08931,False,False,0,competicion
174,6.3040000000000003,211.84198,175.876541,False,False,446.90033,135.328186,False,False,0,competicion
175,6.3369999999999997,211.442184,175.142853,False,False,447.907135,132.695236,False,False,0,competicion
176,6.3680000000000003,210.784195,174.230774,False,False,448.780548,131.758331,False,False,0,competicion
177,6.4000000000000004,209.855728,174.067169,False,False,450.398438,129.536453,False,False,0,competicion
178,6.4320000000000004,209.238098,173.659531,False,False,452.755951,127.128967,False,False,0,competicion
179,6.4800000000000004,208.751114,173.226669,False,False,455.111664,125.285004,False,False,0,competicion
180,6.5110000000000001,207.496002,173.221329,False,False,457.726379,123.787727,False,False,0,competicion
181,6.5439999999999996,206.626785,173.113953,False,False,459.952606,122.552925,False,False,0,competicion
182,6.5759999999999996,205.333328,173.143326,False,False,461.253082,122.205246,False,False,0,competicion
183,6.6079999999999997,203.783173,172.41748,False,False,462.429688,121.4534,False,False,0,competicion
184,6.6399999999999997,202.571899,171.630722,False,False,463.334869,121,False,False,0,competicion
185,6.6719999999999997,201.115936,170.17392,False,False,463.315063,121.133942,False,False,0,competicion
186,6.7039999999999997,199.534012,169.615646,False,False,463.622009,120.543861,False,False,0,competicion
187,6.7359999999999998,198.333328,168.342224,False,False,463.122894,120.869644,False,False,0,competicion
188,6.7679999999999998,196.649567,166.905975,False,False,462.877838,121.171028,False,False,0,competicion
189,6.7990000000000004,195.226059,164.708817,False,False,463.485474,120.675217,False,False,0,competicion
190,6.8310000000000004,193.384979,163.957748,False,False,463.470276,120.495499,False,False,0,competicion
191,6.8789999999999996,192.042862,161.957138,False,False,463.779449,120.29966,False,False,0,competicion
192,6.9109999999999996,190.523804,160.347626,False,False,463.899261,120.100731,False,False,0,competicion
193,6.944,189.833328,159.113098,False,False,463.950928,120.240273,False,False,0,competicion
194,6.9770000000000003,189.123932,156.320511,False,False,463.909393,120.413673,False,False,0,competicion
195,7.0069999999999997,188.455704,154.181427,False,False,464.256958,120.15799,False,False,0,competicion
196,7.04,187.666672,151.780594,False,False,464.324371,119.851257,False,False,0,competicion
197,7.0720000000000001,186.628418,149.704926,False,False,464.292328,120.051697,False,False,0,competicion
198,7.1040000000000001,186.266663,147.071426,False,False,464.252289,120.290977,False,False,0,competicion
199,7.1349999999999998,185.360214,145.016129,False,False,463.938263,120.830688,False,False,0,competicion
200,7.1680000000000001,184.442429,143.266663,False,False,464.141144,120.938774,False,False,0,competicion
201,7.2009999999999996,184.913574,140.395065,False,False,464.199646,120.958336,False,False,0,competicion
202,7.2320000000000002,184.18605,138.47287,False,False,463.996582,121.205132,False,False,0,competicion
203,7.2800000000000002,184.256409,135.651276,False,False,463.664734,121.824661,False,False,0,competicion
204,7.3120000000000003,183.54248,135.686279,False,False,463.366669,122,False,False,0,competicion
205,7.343,184.251373,132.950821,False,False,463.209351,122.152435,False,False,0,competicion
206,7.375,184.107529,131.9086,False,False,462.965759,121.814415,False,False,0,competicion
207,7.4080000000000004,184.388885,130.404037,False,False,462.844666,121.493889,False,False,0,competicion
208,7.4400000000000004,185.36879,128.801422,False,False,462.174255,122.384468,False,False,0,competicion
209,7.4710000000000001,184.92424,128.101013,False,False,461.88324,122.755836,False,False,0,competicion
210,7.5030000000000001,185.873337,126.940002,False,False,460.037048,127.129631,False,False,0,competicion
211,7.5359999999999996,186.604172,126.442711,False,False,460.083344,126.841667,False,False,0,competicion
212,7.5670000000000002,186.952377,126.317459,False,False,459.992249,126.782944,False,False,0,competicion
213,7.5999999999999996,186.567566,127.081078,False,False,460.313446,127.203979,False,False,0,competicion
214,7.6319999999999997,187.266663,126.495239,False,False,460.267761,127.737701,False,False,0,competicion
215,7.6799999999999997,188.40834,125.900002,False,False,462.048401,121.736557,False,False,0,competicion
216,7.7119999999999997,187.392853,126.476189,False,False,462.091614,122.712471,False,False,0,competicion
217,7.7430000000000003,189.25,125.597221,False,False,462.252533,122.840912,False,False,0,competicion
218,7.7750000000000004,188.961243,124.860466,False,False,462.069336,123.970665,False,False,0,competicion
219,7.8079999999999998,189.269836,125.507935,False,False,462.219696,123.878784,False,False,0,competicion
220,7.8399999999999999,189.06897,124.747124,False,False,462.074371,125.537193,False,False,0,competicion
221,7.8719999999999999,189.846161,125.128204,False,False,462.200012,127.041664,False,False,0,competicion
222,7.9039999999999999,190.627914,124.720932,False,False,463.059814,127.28775,False,False,0,competicion
223,7.9370000000000003,191.147064,125.117645,False,False,464.027374,130.65921,False,False,0,competicion
224,7.968,190.960785,125.15686,False,False,464.800537,133.154861,False,False,0,competicion
225,8,192.293335,125.693336,False,False,465.229736,141.923416,False,False,0,competicion
226,8.032,193.219864,123.453903,False,False,466.888885,141.597885,False,False,0,competicion
227,8.0800000000000001,192.285721,123.87619,False,False,469.629028,141.3871,False,False,0,competicion
228,8.1120000000000001,191.93103,124.505745,False,False,468.760864,153.016907,False,False,0,competicion
229,8.1440000000000001,192.910263,124.333336,False,False,469.143219,158.827164,False,False,0,competicion
230,8.1750000000000007,192.959183,123.360542,False,False,468.958344,164.109375,False,False,0,competicion
231,8.2080000000000002,192.313126,124.86869,False,False,468.54306,168.262695,False,False,0,competicion
232,8.2400000000000002,191.101456,124.840576,False,False,467.372559,166.911758,False,False,0,competicion
233,8.2729999999999997,190.985504,124.68116,False,False,466.587311,170.174606,False,False,0,competicion
234,8.3040000000000003,191.071426,124.64286,False,False,466.055176,176.370117,False,False,0,competicion
235,8.3360000000000003,190.824554,124.438599,False,False,465.268524,179.03009,False,False,0,competicion
236,8.3680000000000003,191.714279,123.552383,False,False,464.322968,179.629395,False,False,0,competicion
237,8.4000000000000004,191.84848,123.888885,False,False,463.518768,180.81456,False,False,0,competicion
238,8.4309999999999992,191.388885,124.370369,False,False,462.743591,180.256409,False,False,0,competicion
239,8.4800000000000004,192.166672,123.659424,False,False,462.161804,181.918121,False,False,0,competicion
240,8.5109999999999992,192.195404,123.252876,False,False,461.300751,181.210526,False,False,0,competicion
241,8.5440000000000005,192.864578,123.78125,False,False,461,181.827377,False,False,0,competicion
242,8.5749999999999993,193.803925,122.836601,False,False,460.659424,181.293472,False,False,0,competicion
243,8.6069999999999993,193.75,124.347221,False,False,459.765503,180.983902,False,False,0,competicion
244,8.6400000000000006,193.178864,123.943092,False,False,459.885284,181.876617,False,False,0,competicion
245,8.6720000000000006,193.069443,123.298615,False,False,459.997955,182.372192,False,False,0,competicion
246,8.7040000000000006,193.245621,124.280701,False,False,459.924988,182.47084,False,False,0,competicion
247,8.7360000000000007,193.594208,124.666664,False,False,459.8125,182.475006,False,False,0,competicion
248,8.7690000000000001,193.809525,123.523811,False,False,459.621033,182.384918,False,False,0,competicion
249,8.8000000000000007,194.068375,124.239319,False,False,459.281708,181.995697,False,False,0,competicion
250,8.8320000000000007,194.542862,123.666664,False,False,459.475037,183.185623,False,False,0,competicion
251,8.8780000000000001,194.428574,122.814812,False,False,459.498993,183.539398,False,False,0,competicion
252,8.9109999999999996,195.219696,123.795456,False,False,460.380127,186.173492,False,False,0,competicion
253,8.9429999999999996,194.254379,124.894737,False,False,461.383148,189.812256,False,False,0,competicion
254,8.9749999999999996,193.513885,126.277779,False,False,463.221039,195.422455,False,False,0,competicion
255,9.0069999999999997,194.015503,127.782944,False,False,464.082947,201.472092,False,False,0,competicion
256,9.0399999999999991,195.49382,129.40741,False,False,465.428558,206.998413,False,False,0,competicion
257,9.0719999999999992,195.588882,131.949997,False,False,466.012512,210.009384,False,False,0,competicion
258,9.1039999999999992,196.485504,132.579712,False,False,466.344299,208.367767,False,False,0,competicion
259,9.1349999999999998,195.583328,133.5,False,False,467.029053,201.863251,False,False,0,competicion
260,9.1679999999999993,196.942307,127.596153,False,False,467.283325,189.066666,False,False,0,competicion
261,9.1999999999999993,196.722229,120.611115,False,False,467.407135,175.486008,False,False,0,competicion
262,9.2309999999999999,197.291672,111.666664,False,False,467.178925,156.595581,False,False,0,competicion
263,9.2799999999999994,196.949997,104.300003,False,False,466.976837,137.208328,False,False,0,competicion
264,9.3109999999999999,NaN,NaN,False,True,465.104858,120.413857,False,False,1,competicion
265,9.3439999999999994,194.71666,89.4749985,True,False,463.40976,106.131638,False,True,2,competicion
266,9.3759999999999994,195.055557,88,True,False,461.5495,95.3737411,True,False,2,competicion
267,9.4079999999999995,NaN,NaN,False,False,460.338776,88.7518082,True,False,2,competicion
268,9.4390000000000001,NaN,NaN,False,False,459.886963,85.3065109,True,False,2,competicion
269,9.4719999999999995,NaN,NaN,False,False,460.675262,80.8236542,True,False,2,competicion
270,9.5039999999999996,NaN,NaN,False,False,460.992279,79.0096359,True,False,2,competicion
271,9.5359999999999996,NaN,NaN,False,True,461.108704,78.9166641,True,False,3,competicion
272,9.5679999999999996,199.941177,98.3137283,True,False,461.25943,80.9885025,True,False,3,competicion
273,9.5999999999999996,NaN,NaN,False,False,461.994141,83.5653,True,False,3,competicion
274,9.6319999999999997,199.539215,117.186272,False,False,463.00531,88.874115,True,False,3,competicion
275,9.6799999999999997,199.89473,127.026314,False,False,463.829163,96.5124969,True,False,3,competicion
276,9.7110000000000003,200.163635,135.412125,False,False,464.549713,106.185188,False,False,3,competicion
277,9.7439999999999998,200.306305,142.837845,False,False,464.674072,117.398148,False,False,3,competicion
278,9.7750000000000004,201.613571,138.764008,False,False,464.366119,127.856102,False,False,3,competicion
279,9.8079999999999998,202.462692,132.820892,False,False,462.517365,140.921875,False,False,3,competicion
280,9.8399999999999999,202.882355,124.653595,False,False,461.843964,151.223404,False,False,3,competicion
281,9.8719999999999999,NaN,NaN,False,False,461.384338,158.156647,False,False,3,competicion
282,9.9039999999999999,NaN,NaN,False,True,462.208099,160.684311,False,False,4,competicion
283,9.9359999999999999,197.361115,87.3055573,True,False,464.272736,158.775757,False,False,4,competicion
284,9.9670000000000005,197.505051,83.6262589,True,False,468.699188,154.61586,False,False,4,competicion
285,10,197.061722,76.3209839,True,False,473.649109,146.559448,False,False,4,competicion
286,10.031000000000001,198.154465,72.6544724,True,False,477.145538,133.795776,False,False,4,competicion
287,10.08,198.529419,69.8705902,True,False,478.335175,118.68132,False,False,4,competicion
288,10.112,199.395355,69.4651184,True,False,476.462189,106.560226,False,True,5,competicion
289,10.143000000000001,198.740265,69.5238113,True,False,474.574524,97.818428,True,False,5,competicion
290,10.176,199.00351,70.6140366,True,False,472.805328,89.5706635,True,False,5,competicion
291,10.207000000000001,198.427078,73.734375,True,False,471.614258,84.1551361,True,False,5,competicion
292,10.24,198.474075,78.9481506,True,False,470.076935,80.4401703,True,False,5,competicion
293,10.272,198.229172,87.125,True,False,468.603546,78.0729752,True,False,5,competicion
294,10.305,198.90741,98.4074097,True,False,467.471893,76.6164627,True,False,5,competicion
295,10.336,197.861115,108.5,False,False,466.965149,78.4531555,True,False,5,competicion
296,10.368,198.461533,119.692307,False,False,466.606598,80.1298447,True,False,5,competicion
297,10.4,199.888885,128.673615,False,False,466.781342,85.1146698,True,False,5,competicion
298,10.432,199.222229,137.511108,False,False,467.244446,91.0987625,True,False,5,competicion
299,10.478999999999999,200.349457,138.564514,False,False,467.563232,100.402298,False,False,5,competicion
300,10.510999999999999,201.975983,135.843842,False,False,467.739899,111.439308,False,False,5,competicion
301,10.542999999999999,203.399307,128.746521,False,False,467.436554,123.234406,False,False,5,competicion
302,10.576000000000001,204.417725,118.898735,False,False,467.213837,135.677155,False,False,5,competicion
303,10.608000000000001,205.441437,108.454956,False,True,466.630859,146.404922,False,False,6,competicion
304,10.640000000000001,204.76767,96.9545441,True,False,465.187866,151.57373,False,False,6,competicion
305,10.670999999999999,202.762558,87.1598206,True,False,462.42923,146.621002,False,False,6,competicion
306,10.702999999999999,201.132614,79.0143356,True,False,461.143677,146.178162,False,False,6,competicion
307,10.734999999999999,198.23233,73.1868668,True,False,461.252045,137.382111,False,False,6,competicion
308,10.766999999999999,196.693985,67.2131119,True,False,463.04245,125.07431,False,False,6,competicion
309,10.800000000000001,196.774887,68.4761887,True,False,462.718353,111.974159,False,True,7,competicion
310,10.832000000000001,198.181076,68.1687241,True,False,463.177002,99.1563416,True,False,7,competicion
311,10.879,198.007248,69.391304,True,False,463.601013,89.469696,True,False,7,competicion
312,10.912000000000001,197.85556,72.9740753,True,False,464.379517,82.5522079,True,False,7,competicion
313,10.944000000000001,197.5448,77.6164856,True,False,464.956696,77.8138504,True,False,7,competicion
314,10.976000000000001,197.874512,84.5725479,True,False,465.079163,75.3249969,True,False,7,competicion
315,11.007999999999999,197.380951,93.2645493,True,False,464.913666,74.2289124,True,False,7,competicion
316,11.039999999999999,197.082199,104.913239,False,False,464.926666,74.9155579,True,False,7,competicion
